,Mass,Center of Mass,RMS Radius
811,1,"(124.73999999999999, 71.840000000000003, 28.91)",0
812,1,"(47.530000000000001, 113.52, 101.42)",0
813,1,"(0.26000000000000001, 79.849999999999994, 7.4100000000000001)",0
814,1,"(88.519999999999996, 104.41, 70.310000000000002)",0
815,1,"(28.75, 98.719999999999999, 32.700000000000003)",0
816,1,"(122.65000000000001, 9.0899999999999999, 73.290000000000006)",0
817,23,"(96.878260869565224, 114.80521739130432, 53.67217391304348)",1.94154236819
818,1,"(64.450000000000003, 120.18000000000001, 108.87)",0
819,2,"(85.700000000000003, 3.2999999999999998, 30.550000000000001)",0.343074335968
820,32,"(6.9937499999999995, 30.188750000000002, 17.1328125)",1.48463954879
821,1,"(22.280000000000001, 73.090000000000003, 91.0)",0
822,4,"(134.60750000000002, 78.887499999999989, 96.6875)",0.856362218924
823,14,"(71.098571428571418, 42.513571428571417, 117.87785714285715)",0.70776956356
824,5,"(54.741999999999997, 14.837999999999999, 109.95)",0.595744911854
825,2,"(42.090000000000003, 114.10499999999999, 75.590000000000003)",0.526711495982
826,5,"(66.924000000000007, 40.232000000000006, 120.56800000000001)",0.382643437158
827,2,"(39.710000000000001, 141.11000000000001, 76.914999999999992)",0.119268604419
828,2,"(113.28, 129.0, 4.3250000000000002)",0.552290684332
829,4,"(120.84999999999999, 127.89749999999998, 21.827500000000001)",0.805442425006
830,1,"(40.299999999999997, 59.579999999999998, 41.390000000000001)",0
831,1,"(30.609999999999999, 22.149999999999999, 74.890000000000001)",0
832,5,"(126.208, 126.83000000000001, 36.707999999999998)",1.06101460876
833,9,"(4.474444444444444, 65.819999999999993, 80.778888888888886)",1.11488470311
834,60,"(95.379166666666649, 114.93950000000001, 77.627333333333326)",1.49105173545
835,3,"(19.173333333333332, 78.449999999999989, 23.183333333333334)",0.482677716264
836,3,"(66.466666666666669, 72.519999999999996, 56.646666666666668)",0.6731848021
837,1,"(4.7400000000000002, 54.420000000000002, 34.469999999999999)",0
838,8,"(67.125000000000014, 58.109999999999999, 0.59124999999999994)",0.975428591697
839,1,"(9.0299999999999994, 23.77, 12.83)",0
840,1,"(69.519999999999996, 46.759999999999998, 55.509999999999998)",0
841,1,"(67.390000000000001, 129.72, 112.83)",0
842,7,"(78.752857142857138, 124.79714285714284, 106.83000000000001)",0.569546901905
843,1,"(110.75, 39.689999999999998, 101.81)",0
844,3,"(107.81666666666666, 67.486666666666665, 47.013333333333328)",0.523641098463
845,1,"(107.43000000000001, 24.140000000000001, 106.84999999999999)",0
846,1,"(67.459999999999994, 35.329999999999998, 70.950000000000003)",0
847,39,"(4.8015384615384606, 75.360769230769222, 54.546410256410255)",1.57679715987
848,4,"(56.869999999999997, 124.6925, 19.539999999999999)",0.628186875062
849,1,"(84.269999999999996, 41.130000000000003, 98.650000000000006)",0
850,29,"(135.2755172413793, 99.984482758620715, 81.109655172413781)",0.908141927129
851,1,"(22.100000000000001, 58.740000000000002, 122.48)",0
852,6,"(102.00166666666667, 49.553333333333335, 96.791666666666671)",0.497175354712
853,2,"(52.275000000000006, 81.939999999999998, 138.87)",0.589512510469
854,1,"(111.75, 131.44999999999999, 70.510000000000005)",0
855,2,"(78.64500000000001, 63.234999999999999, 50.040000000000006)",0.071763500472
856,1,"(125.83, 112.55, 140.56)",0
857,1,"(35.950000000000003, 73.109999999999999, 87.920000000000002)",0
858,22,"(6.8381818181818197, 57.646363636363624, 52.655000000000001)",0.769178616319
859,35,"(110.17999999999998, 124.38371428571426, 127.32285714285717)",1.74858253965
860,5,"(25.677999999999997, 26.568000000000001, 15.978)",0.614367967915
861,11,"(24.084545454545456, 81.510909090909095, 52.098181818181821)",1.33986862561
862,1,"(71.469999999999999, 59.460000000000001, 66.959999999999994)",0
863,13,"(13.014615384615386, 73.396923076923059, 21.024615384615384)",1.18800165362
864,1,"(64.680000000000007, 42.829999999999998, 4.2999999999999998)",0
865,1,"(92.420000000000002, 67.230000000000004, 103.38)",0
866,4,"(20.822500000000002, 77.637499999999989, 50.502499999999998)",0.689170697288
867,1,"(84.219999999999999, 3.0699999999999998, 96.200000000000003)",0
868,1,"(43.950000000000003, 65.409999999999997, 104.75)",0
869,2,"(84.254999999999995, 116.955, 84.75)",0.509460498959
870,7,"(66.132857142857148, 6.8214285714285712, 122.89428571428573)",1.06510898168
871,1,"(78.030000000000001, 1.9199999999999999, 93.560000000000002)",0
872,1,"(61.390000000000001, 141.09999999999999, 1.6299999999999999)",0
873,2,"(57.730000000000004, 53.879999999999995, 123.11)",0.629285308902
874,1,"(109.43000000000001, 86.950000000000003, 48.030000000000001)",0
875,17,"(80.014705882352928, 53.552352941176473, 42.952941176470581)",1.4477585587
876,1,"(6.4299999999999997, 109.77, 67.590000000000003)",0
877,1,"(111.52, 79.469999999999999, 125.38)",0
878,7,"(117.47, 54.137142857142862, 119.63285714285712)",1.24182387262
879,1,"(111.91, 128.61000000000001, 4.6500000000000004)",0
880,6,"(70.781666666666666, 97.681666666666672, 20.558333333333334)",0.742815589497
881,1,"(139.25999999999999, 85.930000000000007, 29.5)",0
882,55,"(56.821454545454557, 128.71236363636356, 130.90945454545459)",1.14682454868
883,5,"(107.12, 8.7600000000000016, 21.393999999999998)",0.445133687784
884,1,"(113.01000000000001, 50.909999999999997, 94.150000000000006)",0
885,1,"(74.560000000000002, 11.94, 63.549999999999997)",0
886,8,"(73.813749999999985, 116.08875, 54.861249999999998)",1.16361304242
887,3,"(65.876666666666665, 44.273333333333333, 36.693333333333335)",0.767550215513
888,1,"(60.920000000000002, 69.790000000000006, 38.920000000000002)",0
889,10,"(108.56799999999998, 43.638999999999996, 105.76600000000001)",0.770148686943
890,1,"(109.19, 31.18, 26.73)",0
891,2,"(1.6850000000000001, 80.289999999999992, 84.960000000000008)",0.549112920992
892,2,"(22.015000000000001, 82.359999999999999, 58.649999999999999)",0.0111803398875
893,3,"(73.596666666666678, 35.336666666666673, 85.316666666666663)",0.7128347167
894,1,"(56.460000000000001, 73.319999999999993, 55.350000000000001)",0
895,1,"(1.7, 118.05, 16.440000000000001)",0
896,1,"(4.2999999999999998, 102.78, 26.27)",0
897,9,"(137.15777777777777, 44.43, 13.365555555555556)",0.607250431387
898,6,"(59.175000000000004, 132.02833333333334, 120.94500000000001)",0.541661538437
899,1,"(60.009999999999998, 127.17, 118.45)",0
900,2,"(110.53, 118.63, 89.870000000000005)",0.354400902933
901,1,"(83.670000000000002, 69.609999999999999, 37.590000000000003)",0
902,1,"(104.90000000000001, 91.969999999999999, 36.619999999999997)",0
903,1,"(117.28, 104.69, 7.3499999999999996)",0
904,1,"(3.8900000000000001, 75.329999999999998, 0.69999999999999996)",0
905,1,"(109.76000000000001, 79.180000000000007, 91.719999999999999)",0
906,1,"(47.039999999999999, 13.789999999999999, 86.879999999999995)",0
907,2,"(39.43, 10.15, 83.990000000000009)",0.216794833887
908,1,"(136.97999999999999, 2.1699999999999999, 23.920000000000002)",0
909,1,"(50.390000000000001, 86.239999999999995, 113.11)",0
910,1,"(39.310000000000002, 102.13, 127.91)",0
911,2,"(124.905, 63.200000000000003, 48.980000000000004)",0.474578760587
912,2,"(67.414999999999992, 76.090000000000003, 114.28999999999999)",0.435
913,2,"(56.945, 44.615000000000002, 17.615000000000002)",0.187283208003
914,21,"(40.12047619047619, 54.219999999999992, 36.805238095238096)",0.840170590604
915,2,"(119.08, 56.959999999999994, 83.944999999999993)",0.12539936204
916,1,"(39.140000000000001, 66.730000000000004, 49.93)",0
917,6,"(33.93, 50.303333333333335, 87.165000000000006)",0.387144101796
918,1,"(29.02, 41.350000000000001, 0.75)",0
919,62,"(126.04661290322582, 68.217580645161306, 76.770967741935493)",1.6284619091
920,15,"(93.98533333333333, 85.449333333333328, 75.675999999999974)",1.88053231235
921,1,"(63.640000000000001, 68.200000000000003, 74.709999999999994)",0
922,5,"(57.122, 80.087999999999994, 83.751999999999995)",0.552021738702
923,2,"(54.164999999999999, 107.69499999999999, 124.08500000000001)",0.316030061861
924,1,"(31.68, 26.41, 126.81999999999999)",0
925,12,"(121.62499999999999, 108.09166666666665, 21.846666666666668)",0.591913094222
926,2,"(60.579999999999998, 63.364999999999995, 60.564999999999998)",0.534555890436
927,1,"(138.84999999999999, 3.46, 82.769999999999996)",0
928,2,"(118.39, 140.55000000000001, 91.324999999999989)",0.47246693006
929,4,"(8.4199999999999999, 88.195000000000007, 77.092500000000001)",0.312399983995
930,2,"(72.780000000000001, 77.230000000000004, 30.450000000000003)",0.649153294685
931,3,"(83.643333333333331, 122.91666666666667, 30.046666666666667)",0.806349800025
932,2,"(80.305000000000007, 136.14999999999998, 25.035)",0.266739573367
933,1,"(63.93, 133.97999999999999, 45.390000000000001)",0
934,10,"(107.53399999999996, 62.366, 99.544000000000011)",0.335964283816
935,9,"(111.85777777777777, 54.38333333333334, 3.6644444444444448)",0.949641907819
936,12,"(64.091666666666669, 133.4966666666667, 91.418333333333337)",0.919338530321
937,3,"(102.72000000000001, 135.69666666666669, 66.456666666666663)",0.587801931871
938,5,"(86.503999999999991, 124.43599999999999, 35.724000000000004)",0.635194458414
939,1,"(93.090000000000003, 119.25, 18.289999999999999)",0
940,1,"(108.75, 109.09999999999999, 69.569999999999993)",0
941,1,"(98.879999999999995, 99.409999999999997, 24.059999999999999)",0
942,2,"(124.21000000000001, 61.510000000000005, 52.93)",0.32939338184
943,2,"(45.375, 100.43000000000001, 83.550000000000011)",0.519639297975
944,4,"(95.202500000000001, 134.57249999999999, 99.234999999999999)",0.353712453838
945,1,"(59.049999999999997, 124.63, 76.120000000000005)",0
946,1,"(74.019999999999996, 129.5, 57.969999999999999)",0
947,1,"(32.829999999999998, 67.799999999999997, 115.90000000000001)",0
948,1,"(139.96000000000001, 78.200000000000003, 32.810000000000002)",0
949,2,"(17.204999999999998, 14.530000000000001, 7.3849999999999998)",0.330227194519
950,6,"(73.286666666666662, 77.651666666666657, 18.583333333333332)",0.315370152889
951,11,"(12.035454545454543, 111.54000000000001, 15.542727272727275)",0.912573330009
952,1,"(42.869999999999997, 138.28999999999999, 20.129999999999999)",0
953,1,"(50.460000000000001, 15.140000000000001, 102.83)",0
954,5,"(24.027999999999999, 0.51999999999999991, 80.109999999999999)",0.402064671415
955,1,"(108.23999999999999, 112.90000000000001, 31.629999999999999)",0
956,2,"(65.0, 78.870000000000005, 101.13)",0.118321595662
957,1,"(140.05000000000001, 21.260000000000002, 39.950000000000003)",0
958,20,"(37.920500000000004, 139.63299999999998, 82.453000000000003)",1.42154730839
959,4,"(28.140000000000001, 69.342500000000001, 73.287499999999994)",0.88895303588
960,5,"(11.762, 68.373999999999995, 50.974000000000004)",0.82778258015
961,4,"(33.432499999999997, 121.72749999999999, 22.682500000000001)",0.747734077062
962,1,"(136.75999999999999, 95.409999999999997, 127.63)",0
963,1,"(36.57, 41.270000000000003, 109.56999999999999)",0
964,3,"(37.113333333333337, 101.81, 123.06333333333333)",0.69979362037
965,1,"(53.609999999999999, 59.350000000000001, 23.829999999999998)",0
966,1,"(46.039999999999999, 118.01000000000001, 45.5)",0
967,5,"(137.0, 39.904000000000003, 35.167999999999992)",0.429511350257
968,1,"(115.90000000000001, 37.609999999999999, 102.45)",0
969,8,"(96.751249999999999, 35.641249999999999, 13.139999999999999)",1.0175076781
970,1,"(28.649999999999999, 5.3099999999999996, 91.090000000000003)",0
971,2,"(38.039999999999999, 28.380000000000003, 52.259999999999998)",0.0824621125124
972,1,"(25.57, 54.25, 26.030000000000001)",0
973,1,"(65.730000000000004, 133.43000000000001, 0.20000000000000001)",0
974,29,"(81.4641379310345, 128.34965517241378, 44.722758620689646)",0.921819402433
975,10,"(71.129999999999995, 79.063999999999993, 27.340000000000003)",0.441116764587
976,3,"(87.873333333333335, 45.556666666666665, 67.816666666666663)",0.888031530972
977,2,"(137.065, 41.644999999999996, 96.689999999999998)",0.060415229868
978,1,"(3.1699999999999999, 91.409999999999997, 71.230000000000004)",0
979,2,"(84.659999999999997, 11.614999999999998, 132.12)",0.381870396863
980,3,"(31.97666666666667, 64.333333333333329, 48.75333333333333)",0.429418211072
981,11,"(81.215454545454563, 58.965454545454534, 28.969090909090912)",0.737405547951
982,5,"(55.487999999999985, 0.56799999999999995, 132.30199999999999)",0.342706871831
983,1,"(136.40000000000001, 59.939999999999998, 57.68)",0
984,1,"(38.009999999999998, 35.560000000000002, 38.799999999999997)",0
985,3,"(122.31333333333333, 139.70666666666668, 67.793333333333337)",0.188679622641
986,11,"(104.85272727272726, 83.077272727272714, 100.63727272727273)",0.523697913049
987,1,"(134.66, 131.11000000000001, 125.59999999999999)",0
988,1,"(129.33000000000001, 89.760000000000005, 10.470000000000001)",0
989,1,"(94.400000000000006, 38.229999999999997, 124.56999999999999)",0
990,3,"(35.50333333333333, 118.25666666666666, 19.533333333333335)",0.3577708764
991,42,"(86.601428571428571, 88.323333333333338, 12.808809523809524)",1.11140288969
992,1,"(115.02, 0.78000000000000003, 64.010000000000005)",0
993,6,"(22.595000000000002, 19.161666666666669, 33.158333333333339)",0.533528610084
994,17,"(102.06000000000002, 55.238823529411768, 98.852352941176491)",2.19603763968
995,4,"(101.4825, 81.872500000000002, 27.150000000000002)",0.606001237623
996,24,"(14.420416666666666, 110.73208333333336, 77.902083333333323)",1.09997135379
997,11,"(37.687272727272727, 93.190000000000012, 92.193636363636358)",0.275725938911
998,1,"(46.369999999999997, 51.530000000000001, 65.299999999999997)",0
999,1,"(53.100000000000001, 116.59, 1.6799999999999999)",0
1000,1,"(124.34, 113.91, 24.010000000000002)",0
1001,1,"(59.979999999999997, 103.73, 31.609999999999999)",0
1002,2,"(46.475000000000001, 45.960000000000001, 48.725000000000001)",0.0851469318296
1003,3,"(96.673333333333332, 83.923333333333332, 65.796666666666667)",0.64415319089
1004,1,"(101.81999999999999, 137.47, 18.440000000000001)",0
1005,1,"(28.16, 112.47, 59.969999999999999)",0
1006,68,"(57.367352941176463, 55.911176470588245, 107.00308823529411)",1.21353204036
1007,1,"(20.18, 4.4800000000000004, 77.799999999999997)",0
1008,1,"(137.03999999999999, 22.98, 95.719999999999999)",0
1009,7,"(11.684285714285716, 65.797142857142859, 52.68)",1.00790548634
1010,8,"(138.1525, 67.356249999999989, 78.25)",0.626531872693
1011,1,"(135.94999999999999, 31.620000000000001, 93.260000000000005)",0
1012,1,"(56.229999999999997, 48.299999999999997, 91.629999999999995)",0
1013,1,"(112.17, 9.2400000000000002, 19.010000000000002)",0
1014,2,"(117.5, 13.484999999999999, 76.920000000000002)",0.563671003334
1015,1,"(3.25, 52.969999999999999, 139.13999999999999)",0
1016,1,"(80.0, 37.43, 50.049999999999997)",0
1017,5,"(88.878, 52.152000000000001, 72.957999999999998)",1.01819840896
1018,2,"(90.200000000000003, 115.23, 88.924999999999997)",0.0901387818866
1019,1,"(22.510000000000002, 29.289999999999999, 101.81)",0
1020,7,"(13.847142857142856, 30.0, 12.644285714285715)",0.529300655274
1021,1,"(23.890000000000001, 8.5500000000000007, 126.37)",0
1022,1,"(25.41, 74.879999999999995, 38.75)",0
1023,3,"(112.37333333333333, 94.243333333333339, 101.96666666666665)",0.272029410175
1024,1,"(69.980000000000004, 39.329999999999998, 95.439999999999998)",0
1025,1,"(112.56, 80.390000000000001, 35.130000000000003)",0
1026,29,"(71.568620689655148, 39.762068965517237, 22.775517241379312)",0.896155350045
1027,1,"(42.619999999999997, 55.890000000000001, 6.6100000000000003)",0
1028,3,"(63.166666666666664, 139.82666666666668, 92.826666666666668)",0.818453826839
1029,1,"(94.680000000000007, 8.3000000000000007, 134.15000000000001)",0
1030,1,"(138.81, 71.189999999999998, 65.819999999999993)",0
1031,1,"(126.91, 86.75, 132.94999999999999)",0
1032,1,"(140.09999999999999, 140.44999999999999, 21.23)",0
1033,7,"(85.299999999999983, 38.901428571428575, 45.207142857142863)",0.837754530314
1034,1,"(78.290000000000006, 93.659999999999997, 23.710000000000001)",0
1035,1,"(125.65000000000001, 51.5, 137.0)",0
1036,1,"(77.370000000000005, 64.579999999999998, 43.619999999999997)",0
1037,2,"(41.734999999999999, 86.960000000000008, 15.065)",0.200374649095
1038,1,"(0.22, 53.280000000000001, 120.06999999999999)",0
1039,1,"(112.67, 91.980000000000004, 137.75999999999999)",0
1040,5,"(50.245999999999995, 67.698000000000008, 1.1859999999999999)",0.807356179143
1041,1,"(77.810000000000002, 73.870000000000005, 104.48)",0
1042,35,"(124.44171428571428, 97.778285714285715, 80.941714285714269)",1.10977850336
1043,1,"(89.340000000000003, 63.579999999999998, 35.780000000000001)",0
1044,10,"(135.72999999999996, 55.787999999999997, 124.532)",1.36592532739
1045,3,"(12.223333333333334, 38.083333333333336, 26.893333333333331)",0.773089041875
1046,1,"(99.469999999999999, 35.619999999999997, 103.84)",0
1047,2,"(69.640000000000001, 137.94499999999999, 45.479999999999997)",0.0585234995536
1048,1,"(13.17, 93.099999999999994, 87.349999999999994)",0
1049,1,"(53.539999999999999, 9.1300000000000008, 52.609999999999999)",0
1050,1,"(25.100000000000001, 107.20999999999999, 25.420000000000002)",0
1051,1,"(107.34, 42.060000000000002, 56.130000000000003)",0
1052,1,"(136.06, 60.420000000000002, 111.92)",0
1053,1,"(109.65000000000001, 6.2800000000000002, 111.43000000000001)",0
1054,1,"(19.98, 96.079999999999998, 132.59)",0
1055,1,"(131.05000000000001, 102.52, 113.52)",0
1056,6,"(12.531666666666666, 44.728333333333332, 12.433333333333332)",0.378967896617
1057,10,"(89.554000000000002, 96.844999999999999, 120.97999999999999)",0.518467935363
1058,1,"(96.849999999999994, 35.399999999999999, 111.84)",0
1059,2,"(56.195, 117.565, 91.599999999999994)",0.175926120858
1060,4,"(124.8925, 70.52000000000001, 99.942499999999995)",0.526391014361
1061,7,"(55.425714285714278, 7.5200000000000005, 43.668571428571433)",1.38399303997
1062,2,"(41.990000000000002, 2.0750000000000002, 114.465)",0.617049430759
1063,2,"(63.010000000000005, 123.11500000000001, 117.06999999999999)",0.16469669092
1064,1,"(60.090000000000003, 18.100000000000001, 55.289999999999999)",0
1065,1,"(99.709999999999994, 38.899999999999999, 19.41)",0
1066,27,"(32.111851851851853, 140.6611111111111, 70.554814814814804)",0.678002189119
1067,3,"(8.2099999999999991, 117.74333333333334, 18.690000000000001)",0.585339407713
1068,1,"(34.340000000000003, 43.600000000000001, 2.6499999999999999)",0
1069,1,"(74.420000000000002, 51.490000000000002, 130.19999999999999)",0
1070,3,"(121.41666666666667, 44.243333333333339, 29.829999999999998)",0.534893551196
1071,1,"(70.439999999999998, 103.16, 75.200000000000003)",0
1072,1,"(9.8499999999999996, 42.600000000000001, 12.82)",0
1073,18,"(43.050555555555547, 74.757777777777775, 23.86888888888889)",0.93807673618
1074,1,"(137.34, 103.08, 22.539999999999999)",0
1075,1,"(41.68, 114.92, 135.52000000000001)",0
1076,1,"(63.049999999999997, 120.41, 110.33)",0
1077,2,"(100.18000000000001, 63.0, 2.7549999999999999)",0.0838152730712
1078,2,"(63.549999999999997, 23.82, 54.759999999999998)",0.202484567313
1079,3,"(62.789999999999999, 104.99666666666667, 53.656666666666666)",0.138964423905
1080,1,"(10.07, 3.96, 100.98999999999999)",0
1081,1,"(120.41, 130.61000000000001, 112.56)",0
1082,5,"(61.394000000000005, 140.93799999999999, 55.777999999999999)",0.410726186163
1083,17,"(56.24647058823529, 25.677058823529414, 106.66823529411764)",0.484560943493
1084,1,"(12.06, 4.8700000000000001, 73.719999999999999)",0
1085,7,"(2.7814285714285711, 0.89142857142857135, 77.104285714285723)",1.24896201802
1086,4,"(59.472499999999997, 88.379999999999995, 132.82250000000002)",0.538690541963
1087,2,"(16.844999999999999, 32.590000000000003, 101.30500000000001)",0.584850408224
1088,8,"(97.966250000000002, 123.37375000000002, 18.716249999999999)",1.42967489749
1089,1,"(23.890000000000001, 60.170000000000002, 132.38)",0
1090,1,"(100.2, 28.100000000000001, 29.260000000000002)",0
1091,4,"(37.155000000000001, 56.109999999999999, 36.567500000000003)",0.749428949267
1092,10,"(97.932000000000016, 6.536999999999999, 20.898000000000003)",0.995958332462
1093,1,"(77.370000000000005, 134.12, 79.340000000000003)",0
1094,5,"(30.171999999999997, 0.26999999999999996, 24.788)",0.33375440072
1095,1,"(135.96000000000001, 107.26000000000001, 58.07)",0
1096,132,"(26.851136363636371, 88.969469696969682, 140.25234848484851)",1.470780983
1097,1,"(132.22, 32.700000000000003, 39.280000000000001)",0
1098,1,"(61.380000000000003, 17.239999999999998, 120.54000000000001)",0
1099,2,"(32.68, 30.564999999999998, 15.870000000000001)",0.621309101816
1100,9,"(29.025555555555556, 3.3566666666666665, 33.534444444444446)",1.17273869612
1101,1,"(16.969999999999999, 12.81, 35.770000000000003)",0
1102,1,"(38.049999999999997, 109.15000000000001, 15.199999999999999)",0
1103,1,"(130.22999999999999, 126.88, 49.219999999999999)",0
1104,1,"(44.960000000000001, 95.25, 92.409999999999997)",0
1105,7,"(1.6728571428571428, 95.014285714285705, 14.685714285714285)",0.434722524686
1106,1,"(22.48, 52.030000000000001, 124.33)",0
1107,2,"(97.935000000000002, 38.909999999999997, 117.86)",0.334850713005
1108,1,"(137.97, 115.78, 118.37)",0
1109,1,"(73.319999999999993, 96.219999999999999, 18.32)",0
1110,1,"(82.519999999999996, 89.310000000000002, 73.420000000000002)",0
1111,16,"(32.918125000000003, 27.672499999999999, 73.376249999999999)",1.32681288126
1112,4,"(91.557500000000005, 115.4375, 80.522500000000008)",0.59321686591
1113,1,"(88.930000000000007, 74.700000000000003, 126.84999999999999)",0
1114,4,"(93.420000000000002, 139.04249999999999, 47.0)",0.294565357773
1115,1,"(120.44, 102.87, 11.119999999999999)",0
1116,29,"(6.8293103448275865, 100.94931034482761, 5.2293103448275851)",1.28542168877
1117,3,"(11.066666666666668, 61.156666666666666, 1.0333333333333332)",0.43382023927
1118,5,"(117.44800000000001, 100.22, 46.43)",0.247256951368
1119,1,"(53.850000000000001, 21.859999999999999, 95.480000000000004)",0
1120,14,"(101.07642857142855, 93.521428571428572, 41.249999999999993)",0.851464824252
1121,13,"(106.94692307692307, 124.96615384615386, 112.38307692307693)",0.372337888159
1122,2,"(15.559999999999999, 57.844999999999999, 121.11)",0.591121814857
1123,3,"(129.50333333333333, 99.603333333333339, 123.63666666666666)",0.853775926888
1124,1,"(52.109999999999999, 106.09999999999999, 59.170000000000002)",0
1125,1,"(124.94, 105.3, 24.489999999999998)",0
1126,40,"(39.099749999999993, 66.268749999999983, 140.89324999999997)",1.46581557929
1127,1,"(24.670000000000002, 36.149999999999999, 112.12)",0
1128,8,"(3.5575000000000001, 46.362500000000004, 25.401249999999997)",0.888143252803
1129,12,"(45.593333333333334, 75.114166666666662, 74.32416666666667)",1.13231510632
1130,1,"(69.730000000000004, 104.39, 30.440000000000001)",0
1131,3,"(102.28333333333335, 108.97333333333334, 80.840000000000003)",0.272478337569
1132,1,"(20.039999999999999, 121.01000000000001, 128.31)",0
1133,1,"(37.469999999999999, 138.59, 60.259999999999998)",0
1134,2,"(123.105, 78.120000000000005, 37.825000000000003)",0.506310181608
1135,12,"(90.938333333333333, 112.32083333333333, 9.6250000000000018)",0.410239598013
1136,29,"(114.85275862068964, 129.2234482758621, 16.112758620689657)",1.72404510095
1137,7,"(112.20285714285714, 133.88285714285715, 12.435714285714285)",0.585376209051
1138,1,"(45.5, 24.329999999999998, 63.520000000000003)",0
1139,1,"(63.509999999999998, 12.880000000000001, 62.200000000000003)",0
1140,15,"(62.436, 67.966000000000008, 58.054666666666655)",1.16599294833
1141,1,"(133.41, 92.540000000000006, 9.6099999999999994)",0
1142,13,"(103.30153846153847, 7.8361538461538469, 88.663846153846151)",0.771311800436
1143,1,"(15.48, 95.230000000000004, 40.229999999999997)",0
1144,45,"(12.894666666666666, 52.952222222222211, 109.60466666666665)",1.2960317021
1145,3,"(29.09, 78.436666666666667, 111.60666666666667)",0.68321137123
1146,1,"(137.91, 18.960000000000001, 127.13)",0
1147,5,"(29.898000000000003, 67.097999999999999, 119.57599999999999)",0.340199941211
1148,1,"(65.510000000000005, 122.2, 114.72)",0
1149,7,"(96.301428571428573, 39.701428571428572, 101.68571428571428)",1.13883040611
1150,1,"(61.32, 73.109999999999999, 136.56999999999999)",0
1151,1,"(139.21000000000001, 71.790000000000006, 138.66)",0
1152,36,"(79.409999999999997, 90.721666666666664, 108.56166666666667)",1.0719763679
1153,8,"(25.008750000000003, 102.63624999999999, 33.818750000000001)",1.15657698079
1154,1,"(127.89, 41.670000000000002, 74.25)",0
1155,1,"(99.909999999999997, 22.760000000000002, 25.050000000000001)",0
1156,39,"(99.761794871794891, 13.864102564102563, 20.508461538461546)",1.20434497189
1157,1,"(65.689999999999998, 116.45999999999999, 9.6500000000000004)",0
1158,5,"(14.656000000000001, 107.19000000000001, 77.037999999999997)",0.405709255502
1159,2,"(107.77500000000001, 54.995000000000005, 131.20999999999998)",0.284165444768
1160,2,"(57.305, 59.879999999999995, 135.59)",0.55733742024
1161,1,"(103.18000000000001, 11.92, 134.71000000000001)",0
1162,1,"(25.34, 118.51000000000001, 135.16)",0
1163,2,"(73.35499999999999, 88.780000000000001, 10.045)",0.331888535506
1164,9,"(83.223333333333329, 58.445555555555558, 32.200000000000003)",0.789403587965
1165,3,"(103.81333333333333, 131.65666666666667, 30.52333333333333)",0.213541565041
1166,7,"(24.008571428571425, 120.33714285714287, 139.27714285714288)",1.24792235499
1167,1,"(36.369999999999997, 70.75, 137.69999999999999)",0
1168,1,"(138.5, 122.95999999999999, 108.06999999999999)",0
1169,1,"(131.09, 75.25, 126.75)",0
1170,1,"(136.11000000000001, 124.25, 109.95999999999999)",0
1171,1,"(69.400000000000006, 12.220000000000001, 37.479999999999997)",0
1172,1,"(11.41, 61.280000000000001, 125.58)",0
1173,4,"(114.72000000000001, 83.974999999999994, 22.620000000000005)",0.549112920992
1174,4,"(53.892499999999998, 11.547500000000001, 136.01999999999998)",0.142959784555
1175,1,"(107.39, 1.1100000000000001, 0.14000000000000001)",0
1176,1,"(62.119999999999997, 126.48, 111.69)",0
1177,1,"(46.659999999999997, 6.1900000000000004, 13.880000000000001)",0
1178,1,"(99.140000000000001, 34.219999999999999, 43.369999999999997)",0
1179,14,"(28.522857142857145, 56.512142857142855, 35.231428571428566)",1.38845990881
1180,21,"(32.743333333333332, 53.596190476190472, 132.94476190476189)",1.29361593097
1181,1,"(11.57, 92.799999999999997, 109.39)",0
1182,1,"(52.130000000000003, 92.819999999999993, 56.409999999999997)",0
1183,9,"(27.701111111111111, 19.875555555555557, 26.803333333333335)",0.473909404271
1184,6,"(37.608333333333327, 42.648333333333333, 80.989999999999995)",1.15255995265
1185,18,"(51.507222222222225, 122.47277777777779, 5.6572222222222219)",0.62156090849
1186,8,"(112.77000000000001, 116.7525, 129.23374999999999)",0.438169131158
1187,1,"(50.990000000000002, 56.399999999999999, 49.219999999999999)",0
1188,53,"(79.025471698113193, 138.84283018867919, 26.25433962264151)",1.29599157467
1189,1,"(52.18, 107.90000000000001, 5.4299999999999997)",0
1190,1,"(37.700000000000003, 70.329999999999998, 35.240000000000002)",0
1191,2,"(61.030000000000001, 113.125, 128.63)",0.676036241632
1192,2,"(42.450000000000003, 38.385000000000005, 37.274999999999999)",0.456234588781
1193,1,"(60.920000000000002, 72.280000000000001, 39.659999999999997)",0
1194,1,"(6.8099999999999996, 30.170000000000002, 29.879999999999999)",0
1195,1,"(64.700000000000003, 88.269999999999996, 2.8300000000000001)",0
1196,2,"(108.38999999999999, 139.55000000000001, 138.41)",0.649384323802
1197,4,"(13.265000000000001, 74.849999999999994, 106.315)",0.148996644258
1198,2,"(66.905000000000001, 32.424999999999997, 131.42500000000001)",0.237644692766
1199,1,"(8.5500000000000007, 7.5800000000000001, 58.539999999999999)",0
